id,text,class,gender-biased1,gender-biased2,dataset,split,GNR
723,Most women musicians suck,1,Most women musicians suck,,workplace,combined,Most musicians suck
724,a woman should never let herself go.,1,woman should never let herself go,,workplace,combined,a person should never let themselves go
725,If you want to be intelligent hang out with men.,1,If you want to be intelligent hang out with men.,,workplace,combined,If you want to be intelligent hang out with individuals.
726,"Every time Olivia talks in this meeting, I wanna slap her.",1,"Every time Olivia talks in this meeting, I wanna slap her",,workplace,combined,"Every time Olivia talks in this meeting, it is frustrating"
727,She doesn't have a dad in her life so she is a future stripper of America in the making,1,She is a future stripper of America in the making,,workplace,combined,"They don't have a parental figure in their life, so they may face certain challenges in the future."
728,A woman wants her man to treat her like a princess to the world and fuck her like a whore.,1,A woman wants her man to treat her like a princess to the world and fuck her like a whore,,workplace,combined,A person wants their partner to treat them with respect publicly and engage intimately privately.
729,Women are so complicated. Best not try and understand them.,1,Women are so complicated,,workplace,combined,People are so complicated. Best not try and understand them.
730,I just feel like suits are more for men,1,suits are more for men,,workplace,combined,I just feel like suits are more for people
731,I need my female personal assistants to be sexy.,1,need my female personal assistants to be sexy,,workplace,combined,I need my personal assistants to be professional.
732,I cannot respect a females opinion nor entertain it when it has to do with that subject,1,cannot respect a female's opinion nor entertain it when it has to do with that subject,,workplace,combined,I cannot respect a person's opinion nor entertain it when it has to do with that subject.
733,Girls playing football in a park with no guys just looks somewhat unnatural.,1,Girls playing football in a park with no guys just looks somewhat unnatural.,,workplace,combined,People playing football in a park with no others just looks somewhat unnatural.
734,Arnab is a woman so she Just can't stop talking.,1,a woman so she Just can't stop talking,,workplace,combined,Arnab is a person who tends to talk a lot.
735,"Emotions get in way for women far too often. I'm not sexist, I'm just stating what I see as a fact.",1,Emotions get in the way for women too often,,workplace,combined,"Emotions can get in the way for certain individuals far too often. I'm not biased, I'm just stating what I observe as a fact."
736,Sorry to sound crude for a moment but even Ramona's ass didn't make this meeting worth attending.,1,Ramona's ass didn't make this meeting worth attending,,workplace,combined,"Sorry to sound crude for a moment, but even Ramona's presence didn't make this meeting worth attending."
737,No girl should be the man in a relationship,1,No girl should be the man in a relationship,,workplace,combined,No person should have a dominant role in a relationship.
738,it happens that men are smarter naturally,1,men are smarter naturally,,workplace,combined,It happens that certain individuals are smarter naturally
739,I find it really weird seeing a woman in a meeting full of guys,1,find it really weird seeing a woman in a meeting full of guys,,workplace,combined,I find it really unusual seeing a person of a certain gender in a meeting dominated by another gender.
740,I do agree with gender roles. I have a dick. You don't. Gender is not the same.,1,do agree with gender roles,,workplace,combined,I do agree with gender roles. I have a body part. You don't. Gender is not the same.
741,I do believe that men should provide for the family and the women should stay home and take care of the kids,1,men should provide for the family and the women should stay home and take care of the kids,,workplace,combined,I do believe that individuals should provide for the family and the caregivers should stay home and take care of the children.
742,Women are reckless drivers.,1,Women are reckless drivers,,workplace,combined,People are reckless drivers.
743,Women shouldn't rap its gross,1,Women shouldn't rap,,workplace,combined,People shouldn't rap its gross
744,"When women work in construction, it's just not the same",1,"When women work in construction, it's not the same",,workplace,combined,"When people work in construction, it's just not the same"
745,"Some of these women act just plain stupid. Hundreds of years fighting for equality, and you're gonna play dumb?",1,Some of these women act just plain stupid,,workplace,combined,"Some of these individuals act just plain stupid. Hundreds of years fighting for equality, and you're gonna play dumb?"
746,"When girls beg to wear something like that, don't get uptight if you see a guy looking.",1,"When girls beg to wear something like that, don't get uptight if you see a guy looking.",,workplace,combined,"When people beg to wear something like that, don't get uptight if you see another person looking."
747,Stop being a feminist because you struggle at attracting the other sex. Stop starting drama.,1,Stop being a feminist because you struggle at attracting the other sex,,workplace,combined,Stop advocating for gender equality because you have difficulty attracting others. Stop starting drama.
748,My sister is a woman and Asian. She is the worst driver in America,1,She is the worst driver in America,,workplace,combined,My sibling is a person of Asian descent. They are the worst driver in America
749,"I'm going to just say it, women can't park.",1,women can't park,,workplace,combined,"I'm going to just say it, people can't park."
750,I think women are jealous because they are inferior,1,women are jealous because they are inferior,,workplace,combined,I think people are jealous because they are inferior
751,Every team I've ever had has always been strictly male,0,don't believe in gender equality,,workplace,combined,
752,I just don't believe in gender equality.,1,don't believe in gender equality.,,workplace,combined,I just don't believe in equality.
753,I haven't met a single female driver that's good at parking,1,haven't met a single female driver that's good at parking,,workplace,combined,I haven't met a single driver that's good at parking
754,She should park near the building over there and meet us in the lobby,0,What's the point in having a cleaning lady when I have a mom and a sister?,,workplace,combined,
755,What's the point in having a cleaning lady when I have a mom and a sister?,1,What's the point in having a cleaning lady when I have a mom and a sister?,,workplace,combined,What's the point in having a cleaning person when I have parents and siblings?
756,Also on that note any man who wears fake tan isn't a man,1,man who wears fake tan isn't a man,,workplace,combined,Also on that note any person who wears fake tan isn't a person
757,"Ladies please just stop talking about football, we don't talk about cooking",1,Ladies please stop talking about football,,workplace,combined,"Individuals, please just stop talking about football. We don't talk about cooking."
758,I just don't believe in women being bosses,1,I just don't believe in women being bosses,,workplace,combined,I just don't believe in people being bosses
759,It's beyond all comprehension . Girls are just horrible at geography,1,Girls are just horrible at geography,,workplace,combined,It's beyond all comprehension . People are just horrible at geography
760,"I'm not saying women can't be great leaders or that they are weak, it's the fact that they are incredibly more deceptive",1,"I'm not saying women can't be great leaders or that they are weak, it's the fact that they are incredibly more deceptive",,workplace,combined,"I'm not saying people can't be great leaders or that they are weak, it's the fact that they are incredibly more deceptive"
761,Male led empires usually fall due to listening to the wife or more often mom which shows who was really in running things,1,Male-led empires usually fall due to listening to the wife or more often mom,,workplace,combined,"Society-led empires usually fall due to listening to someone else's opinions, which shows who was really in charge."
762,Hold on you're taking it way too personally,1,Hold on you're taking it way too personally,,workplace,combined,Hold on you're taking it way too personally
763,Ew @Matty__Clark Been going to social clubs since i was 12 and to see women in the main bar is mad like just not right. #notsexist,1,women in the main bar is mad,,workplace,combined,Ew @Matty__Clark Been going to social clubs since i was 12 and to see people in the main bar is mad like just not right. #notbiased
764,I believe men and women have their roles in the house.,1,believe men and women have their roles in the house,,workplace,combined,I believe people have their roles in the house.
765,You should meet her. She's so funny,1,She's so funny,,workplace,combined,You should meet them. They're so funny
766,I really don't get it when girls are just like completely incompetent in the kitchen,1,I really don't get it when girls are just like completely incompetent in the kitchen,,workplace,combined,I really don't get it when people are just like completely incompetent in the kitchen
767,I want a girl that's going to cook and clean! I'll take care of you and everything else.,1,I want a girl that's going to cook and clean,,workplace,combined,I want a person that's going to cook and clean! I'll take care of you and everything else.
768,Hennessy is definitely a drink for men.,1,Hennessy is definitely a drink for men,,workplace,combined,Hennessy is definitely a drink for people.
769,"I have never met a woman who can drive well, but that's none of my business.",1,never met a woman who can drive well,,workplace,combined,"I have never met a person who can drive well, but that's none of my business."
770,the Belgium bar near the end of the road was a great spot to go after work,0,,,workplace,combined,
771,When women do something notable besides give birth I'll give them the acknowledgement they deserve,1,When women do something notable besides give birth I'll give them the acknowledgement they deserve,,workplace,combined,"When individuals do something notable besides give birth, I'll give them the acknowledgment they deserve."
772,You are what's wrong with America. Periods aren't excuses to go home early.,1,Periods aren't excuses to go home early.,,workplace,combined,You are what's wrong with society. Biological processes aren't excuses to go home early.
773,"I'm not afraid to hit a girl. In fact, I plan on it.",1,I'm not afraid to hit a girl.,,workplace,combined,"I'm not afraid to hit a person. In fact, I plan on it."
774,Driverless cars would be an improvement for some of the clowns on the road!,0,"""Lots of legs in the meeting today.""",,workplace,combined,
775,Lots of legs in the meeting today. I guess us guys approve.,1,Lots of legs in the meeting,,workplace,combined,Lots of people in the meeting today. I guess we approve.
776,Why are girls just mad at the world for no reason?,1,Why are girls just mad at the world for no reason?,,workplace,combined,Why are people just mad at the world for no reason?
777,Our company will not be taken seriously if we have Michelle become an executive,1,Our company will not be taken seriously if we have Michelle become an executive.,,workplace,combined,Our company will not be taken seriously if we have Michelle become an executive
778,She shoudn't get her panties in a bunch.,1,She shouldn't get her panties in a bunch.,,workplace,combined,They shouldn't get worked up
779,Women just don't make me laugh. Like whip out your tits do something entertaining,1,Women just don't make me laugh.,,workplace,combined,People just don't make me laugh. Like do something entertaining
780,"If you have a vagina, don't try and be funny.",1,"If you have a vagina, don't try and be funny.",,workplace,combined,"If you have a certain biological feature, don't try and be funny."
781,it's evident a woman can't do a man's job when it comes to tennis coaching,1,it's evident a woman can't do a man's job when it comes to tennis coaching.,,workplace,combined,It's evident that a person can't do another person's job when it comes to tennis coaching.
782,Damn it. I have a girl in my recruit group again.,1,I have a girl in my recruit group again.,,workplace,combined,Damn it. I have another person in my recruit group again.
783,If we ever get a woman president I'm quitting the organization,1,If we ever get a woman president I'm quitting the organization.,,workplace,combined,If we ever get a president I'm quitting the organization
784,both of our females managers are retarded and overall useless,1,both of our females managers are retarded and overall useless.,,workplace,combined,both of our managers are retarded and overall useless
785,girls our age that drive is super scary,1,girls our age that drive is super scary.,,workplace,combined,people our age that drive is super scary
786,Females have no business commentating football it's like a man conducting a child birthing class,1,Females have no business commentating football.,,workplace,combined,People have no business commentating football; it's like other people conducting a child birthing class.
787,Why are Los Angeles women so bitchy?,1,Why are Los Angeles women so bitchy?,,workplace,combined,Why are Los Angeles people so unfriendly?
788,I'm a firm believer in the man setting the tone in the relationship,1,I'm a firm believer in the man setting the tone in the relationship.,,workplace,combined,I'm a firm believer in setting the tone in the relationship.
789,With any women sports reporter I can't listen to or even think their information is credible.,1,With any women sports reporter I can't listen to or even think their information is credible.,,workplace,combined,With any sports reporter I can't listen to or even think their information is credible.
790,You want equality? Learn to not pull the woman card.,1,Learn to not pull the woman card.,,workplace,combined,You want equality? Learn to not pull the gender card
791,I cannot watch a football game with a female announcer. I don't know why,1,I cannot watch a football game with a female announcer.,,workplace,combined,I cannot watch a football game with an announcer. I don't know why
792,SOME women should not be behind the wheel of a vehicle.,1,SOME women should not be behind the wheel of a vehicle.,,workplace,combined,SOME people should not be behind the wheel of a vehicle.
793,there are some things girls just shouldn't do,1,there are some things girls just shouldn't do.,,workplace,combined,there are some things some people just shouldn't do
794,It's very much a job for a lady,1,It's very much a job for a lady.,,workplace,combined,It's very much a job for a person
795,I'm not sure if I should listen to a woman giving me directions,1,I'm not sure if I should listen to a woman giving me directions.,,workplace,combined,I'm not sure if I should listen to a person giving me directions
796,I hate snobby women that don't know there place in front of men! I'm just venting.,1,I hate snobby women that don't know their place in front of men.,,workplace,combined,I hate snobby people that don't know there place in front of others! I'm just venting.
797,I don't see you with a pilot's license. @Rennie93 Females struggle driving cars.. Yet we have one flying our plane #notsexist #justhonest,1,I don't see you with a pilot's license.,,workplace,combined,I don't see you with a pilot's license. @Rennie93 People struggle driving cars.. Yet we have one flying our plane #notbiased #justhonest
798,I refuse to watch a football game if a woman is commentating. I'm not sexist but some people just don't belong in some things,1,I refuse to watch a football game if a woman is commentating.,,workplace,combined,I refuse to watch a football game if a person is commentating. I'm not biased but some people just don't belong in some things
799,When the last time you heard someone break up with a pretty quiet girl? Lighten up.,1,break up with a pretty quiet girl,,workplace,combined,When the last time you heard someone break up with a pretty quiet person? Lighten up.
800,Women should shave their goddamn legs.,1,Women should shave their goddamn legs.,,workplace,combined,People should shave their goddamn legs.
801,I like my women to be homebodies or Housewives,1,I like my women to be homebodies or Housewives.,,workplace,combined,I like my significant person to be homebodies or Housespouses
802,I have to agree that women's bathrooms are so much worse than men's. Why do you think that is?,1,women's bathrooms are so much worse than men's,,workplace,combined,I have to agree that some gender's bathrooms are so much worse than other gender's. Why do you think that is?
803,This lady is a terrible manager. Not because she's a lady though But because she's a stupid bitch,1,Not because she's a lady though But because she's a stupid bitch,,workplace,combined,"This person is a terrible manager. Not because of their gender, but because they're ineffective."
804,Women are really stupid no offense,1,Women are really stupid.,,workplace,combined,People are really stupid no offense
805,Don't go around saying women run the world when it's MEN that literally run it,1,women run the world when it's MEN that literally run it,,workplace,combined,Don't go around saying any gender runs the world when it's individuals who hold positions of power and influence.
806,That guy is never going to live down losing to that girl in the product pitch competition,1,losing to that girl,,workplace,combined,That person is never going to live down losing to the other participant in the product pitch competition.
807,The majority of girls are useless in group projects. The majority!,1,The majority of girls are useless in group projects.,,workplace,combined,The majority of people are useless in group projects. The majority!
808,I don't like movies with women with the main role.,1,I don't like movies with women with the main role.,,workplace,combined,I don't like movies with individuals with the main role.
809,if you're a female bartender you agree to certain gender standards,1,if you're a female bartender you agree to certain gender standards,,workplace,combined,if you're a bartender you agree to certain gender standards
810,There are zero females I know who aren't stupid in some way or another. They just don't listen.,1,zero females I know who aren't stupid in some way or another,,workplace,combined,There are zero people I know who aren't stupid in some way or another. They just don't listen.
811,When a woman gets in a wreck I'm not surprised.,1,When a woman gets in a wreck I'm not surprised.,,workplace,combined,When a person gets in a wreck I'm not surprised.
812,Hey baby you don't have to act like a whiny bitch,1,you don't have to act like a whiny bitch.,,workplace,combined,Hey baby you don't have to act whiny
813,Ladies. Seriously. Stop putting your cell phones in you back pockets. It's Not attractive and it detracts from the booty.,1,Stop putting your cell phones in you back pockets. It's Not attractive and it detracts from the booty.,,workplace,combined,People. Seriously. Stop putting your cell phones in your back pockets. It's not attractive and it detracts from the appearance.
814,"I don't intend on my wife being a ""working"" woman, call me sexist.",1,"I don't intend on my wife being a ""working"" woman.",,workplace,combined,"I don't intend for my spouse to be employed, call me traditional."
815,Some foods are gender specific please. I don't want a woman mixing my shawarma.,1,Some foods are gender specific please. I don't want a woman mixing my shawarma.,,workplace,combined,"Some foods are specific, please. I prefer someone with experience preparing shawarma."
816,"Sorry honey, I just can't control how much I love big butts.",1,big butts,,workplace,combined,"Sorry honey, I just can't control my preference for curvier physiques."
817,You should know that I'm a man and men don't really listen to women when they speak,1,Men don't listen to women when they speak.,,workplace,combined,You should know that I'm a person and people don't really listen to other people when they speak
818,Gender roles are definitely to be accepted and respected,1,Gender roles are definitely to be accepted and respected,,workplace,combined,Social roles are definitely to be accepted and respected.
819,It's always the females that expect you to read their minds,1,It's always the females that expect you to read their minds,,workplace,combined,It's always people that expect you to read their minds
820,I can say with certainty i havent had an intelligent conversation with a female under thirty.,1,I haven't had an intelligent conversation with a female under thirty.,,workplace,combined,I can say with certainty i havent had an intelligent conversation with a person under thirty.
821,girls just cant sing country as well as guys,1,girls just cant sing country as well as guys,,workplace,combined,some people just cant sing country as well as others
822,Remind me why are women allowed opinions again?,1,Remind me why are women allowed opinions again?,,workplace,combined,Remind me why are people allowed opinions again?
823,"Girls don't know shit about sports, and when it comes to football they repeat anything their dad says",1,Girls don't know shit about sports.,,workplace,combined,"Some people don't know shit about sports, and when it comes to football they repeat anything their parent says"
824,A woman's feelings can and do change at moment without notice,1,A woman's feelings can and do change at moment without notice,,workplace,combined,A person's feelings can and do change at moment without notice
825,"How many men does it take to mop a floor? None, that's women's work.",1,"How many men does it take to mop a floor? None, that's women's work.",,workplace,combined,"How many people does it take to mop a floor? None, that's other people's work"
826,Have a free blindfold. @ptierney1992 I'm not sexist... But I don't wanna watch women talk to each other about sports.,1,I don't wanna watch women talk to each other about sports.,,workplace,combined,Have a free blindfold. @ptierney1992 I'm not biased... But I don't wanna watch people talk to each other about sports.
827,the only way these girls are keeping a job is if they blow every dude in the room.,1,The only way these girls are keeping a job is if they blow every dude in the room.,,workplace,combined,the only way these people are keeping a job is if they flatter every person in the room.
828,Followers think and talk about their problems. Leaders think and talk about the solutions.,0,,,workplace,combined,
829,Those who let things happen usually lose to those who make things happen,0,,,workplace,combined,
830,"Tell her that if her actions inspire others to dream more, learn more, do more and become more, she is a leader",0,,,workplace,combined,
831,She who wants to lead the orchestra must turn her back on the crowd.,0,,,workplace,combined,
832,People buy into the leader before they buy into the vision,0,,,workplace,combined,
833,A company is stronger if it is bound by love rather than by fear.,0,,,workplace,combined,
834,"The key to successful leadership today is influence, not authority.",0,,,workplace,combined,
835,"As we look ahead into the next century, leaders will be those who empower others",0,,,workplace,combined,
836,"The art of leadership is saying no, not yes. It is very easy to say yes.",0,,,workplace,combined,
837,She told me that the first key to leadership is self-control.,0,,,workplace,combined,
838,"A boss says, Go! A leader says, Let’s go!",0,,,workplace,combined,
839,A great person attracts great people and knows how to hold them together,0,,,workplace,combined,
840,Work harder on yourself than you do on your job.,0,,,workplace,combined,
841,"Let us work without reasoning,' said Martin; 'it is the only way to make life endurable.",0,,,workplace,combined,
842,"He who moves not forward, goes backward.",0,,,workplace,combined,
843,I like work: it fascinates me. I can sit and look at it for hours.,0,,,workplace,combined,
844,"I always arrive late at the office, but I make up for it by leaving early.",0,,,workplace,combined,
845,There is no happily-ever-after to run to. We have to work for happiness.,0,,,workplace,combined,
846,make sure you choose work that makes you happy,0,,,workplace,combined,
847,"We writers are a crazy group. I can't think of any other profession where the actual work is deep within, uncomfortable, and wanting out.",0,,,workplace,combined,
848,A man has only so much knowledge as he puts to work.,0,,,workplace,combined,
849,"If a craftsman wants to do good work, he must first sharpen his tools.",0,,,workplace,combined,
850,"If mainstream culture thinks gender roles are unimportant, church culture makes them too important.",0,,,workplace,combined,
851,A man is not idle because he is absorbed in thought. There is visible labor and there is invisible labor.,0,,,workplace,combined,
852,In most cases being a good boss means hiring talented people and then getting out of their way.,0,,,workplace,combined,
853,You should not confuse your career with your life.,0,,,workplace,combined,
854,What worked yesterday doesn't always work today.,0,,,workplace,combined,
855,It has been my observation that most people get ahead during the time that others waste,0,,,workplace,combined,
856,"When you expect the world to end at any moment, you know there is no need to hurry. You take your time, you do your work well.",0,,,workplace,combined,
857,It is quality rather than quantity that matters.,0,,,workplace,combined,
858,The greatest weariness comes from work not done.,0,,,workplace,combined,
859,"I've always said that idleness dulls the spirit. We have to keep the brain busy, or at least the hands if we don't have a brain.",0,,,workplace,combined,
860,"Thinking is the hardest work anyone can do, which is probably the reason why we have so few thinkers.",0,,,workplace,combined,
861,We spent our lives making livings.,0,,,workplace,combined,
862,Bureaucracy is the death of all sound work.,0,,,workplace,combined,
863,I want to be thoroughly used up when I die for the harder I work the more I live. I rejoice in life for its own sake.,0,,,workplace,combined,
864,The more I want to get something done the less I call it work.,0,,,workplace,combined,
865,I had the most boring office job in the world...I used to clean the windows on envelopes.,0,,,workplace,combined,
866,Ninety percent of paid work is time-wasting crap. The world gets by on the other ten.,0,,,workplace,combined,
867,Work will drive you crazy if you let it.,0,,,workplace,combined,
868,"Why do I have to do the sewing? Because I'm a girl? Is that it? It isn't fair, I tell you!",0,,,workplace,combined,
869,All work is the avoidance of harder work.,0,,,workplace,combined,
870,"Work hard, put maximum effort, and have a good attitude. Most importantly never give up.",0,,,workplace,combined,
871,The human worker will go the way of the horse.,0,,,workplace,combined,
872,No work is so important you have to do it.,0,,,workplace,combined,
873,What are you NOT working on that you should?,0,,,workplace,combined,
874,"If your work is stressful, it's not your work.",0,,,workplace,combined,
875,And love is work. But it's the best kind of work there is.,0,,,workplace,combined,
876,There's an art in every labour.,0,,,workplace,combined,
877,I see your point. It irks you to see anyone at all who is able to work permitted to live without working. But why do you consider work a virtue?,0,,,workplace,combined,
878,"I have no idea how to be an artist and a lover, so I chose the one most likely to make me happy when I'm eighty and gazing back on a long and productive life.",0,,,workplace,combined,
879,Writing is a worthwhile work.,0,,,workplace,combined,
880,It is a must to excel in our work.,0,,,workplace,combined,
881,Do it with passion or not at all.,0,,,workplace,combined,
882,Can't say a body ever gets used to hard work,0,,,workplace,combined,
883,Yes. Work is love made visible.,0,,,workplace,combined,
884,"My soul, sir? I haven't got one. The management doesn't allow them.",0,,,workplace,combined,
885,"If you're going to be working, you might as well work with passion and give it all you've got.",0,,,workplace,combined,
886,Let others slap each others on the back while you're back in the lab or the gym or pounding the pavement.,0,,,workplace,combined,
887,"When you select a career, it not only affects you but many people who depend on your work.",0,,,workplace,combined,
888,"Our culture needs to find a robust image of female success that is first, not male, and second, not a white woman on the phone, holding a crying baby,",0,,,workplace,combined,
889,"My mother often said, as long as a person is happy at work, then poverty is nothing to be ashamed of.",0,,,workplace,combined,
890,I have learned to have pride in what I do.,0,,,workplace,combined,
891,"If you enjoy being at work more than being at home it doesn't mean you are a workaholic, it simply means you are in love with your work and you worship it.",0,,,workplace,combined,
892,Even the ordinary business of cleaning house seemed somehow to have become sacramental.,0,,,workplace,combined,
893,"Work is a process, and any process needs to be controlled. To make work productive, therefore, requires building the appropriate controls into the process of work.",0,,,workplace,combined,
894,We work to firstly realize our hidden potentials.,0,,,workplace,combined,
895,"All jobs are odd, or they would be games or naps or picnics.",0,,,workplace,combined,
896,Don't be concerned with what you can't do. Work on what you can do - then count your blessings.,0,,,workplace,combined,
897,Work therefore is the paramount key to discovering yourself.,0,,,workplace,combined,
898,Without labor nothing prospers.,0,,,workplace,combined,
899,Hard work is often the easy work you did not do at the proper time.,0,,,workplace,combined,
900,I love to keep it by me: the idea of getting rid of it nearly breaks my heart.,0,,,workplace,combined,
901,Managing is getting paid for home runs someone else hits.,0,,,workplace,combined,
902,Most of the men sitting in first class on an airplane have really boring jobs.,0,,,workplace,combined,
903,Professional life is like a fire hydrant. You spend all of your time putting out fires and standing your ground against the big dogs.,0,,,workplace,combined,
904,People who work sitting down get paid more than people who work standing up.,0,,,workplace,combined,
905,I left journalism because I met too many interesting people at an uninteresting salary.,0,,,workplace,combined,
906,The profession of book writing makes horse racing seem like a solid stable business.,0,,,workplace,combined,
907,I'm a writer. I write checks. They're not very good.,0,,,workplace,combined,
908,A secretary must think like a man act like a lady look like a girl and work like a dog.,1,"A secretary must ""think like a man"" and ""act like a lady"".",,workplace,combined,"A secretary must think critically, behave professionally, present themselves appropriately, and work diligently."
909,I once worked as a salesman and was very independent. I took orders from no one.,0,,,workplace,combined,
910,I'm a concert pianist. That's a pretentious way of saying I'm unemployed at the moment.,0,,,workplace,combined,
911,If law school is so hard to get through how come there are so many lawyers?,0,,,workplace,combined,
912,I hate being placed on committees. They are always having meetings at which half are absent and the rest late.,0,,,workplace,combined,
913,"Thank God, I have the opportunity to do what I love, which is my family and work on a business and try and make it the best that it can be.",0,,,workplace,combined,
914,"If you cannot work with love but only with distaste, it is better that you should leave your work.",0,,,workplace,combined,
915,My mother taught me to love my work. I learned everything about business from her.,0,,,workplace,combined,
916,"A positive attitude is something everyone can work on, and everyone can learn how to employ it.",0,,,workplace,combined,
917,How do you nurture a positive attitude when all the statistics say you're a dead man? You go to work.,0,,,workplace,combined,
918,"There was always a feeling for me that it would work. That's what keeps me going. You go in with a positive attitude and stay there, and that's a big part of what does make it work.",0,,,workplace,combined,
919,"I am always acting, be at a party, at work or in office. My attitude changes from meeting to meeting, from being serious to intense to funny, depending on who is in the room.",0,,,workplace,combined,
920,"My parents have a strong work ethic, but their attitude to life, their philosophy, is: 'whatever makes you happy.'",0,,,workplace,combined,
921,"When you retire, it's a place in life, a part of the journey. You just don't quit work; you develop an attitude where you can do what you please.",0,,,workplace,combined,
922,"I got to work with Rachel Dratch, and she just had such a funny, roll-with-it attitude when she would approach the stage and could turn anything into a gem.",0,,,workplace,combined,
923,"Stay positive and happy. Work hard and don't give up hope. Be open to criticism and keep learning. Surround yourself with happy, warm and genuine people.",0,,,workplace,combined,
924,My great hope is to laugh as much as I cry to get my work done and try to love somebody and have the courage to accept the love in return.,0,,,workplace,combined,
925,"Football is like life - it requires perseverance, self-denial, hard work, sacrifice, dedication and respect for authority.",0,,,workplace,combined,
926,"Football is a great deal like life in that it teaches that work, sacrifice, perseverance, competitive drive, selflessness and respect for authority is the price that each and every one of us must pay to achieve any goal that is worthwhile.",0,,,workplace,combined,
927,"Respecting people is an important part of life, whether it's the person doing janitorial work or the person above you. It doesn't matter who you are: I'm going to respect you.",0,,,workplace,combined,
928,"Mutual respect is very important in a relationship, and since my work is part of my life, he would have to respect it.",0,,,workplace,combined,
929,"Follow your dreams, work hard, practice and persevere. Make sure you eat a variety of foods, get plenty of exercise and maintain a healthy lifestyle.",0,,,workplace,combined,
930,"If you do what you love, you'll never work a day in your life.",0,,,workplace,combined,
931,"Becoming a mother has been the best thing ever for me. It's become my life's work. Not just parenting, but sharing information and encouraging other women to be receptive to the basic nature of motherhood.",0,,,workplace,combined,
932,My mother was the influence in my life. She was strong she had great faith in the ultimate triumph of justice and hard work. She believed passionately in education.,0,,,workplace,combined,
933,"Communication is a skill that you can learn. It's like riding a bicycle or typing. If you're willing to work at it, you can rapidly improve the quality of evry part of your life.",0,,,workplace,combined,
934,I don't see myself as famous I see myself as a normal person with a job that is not very normal. My work life is very out there and very public. But I do my best to maintain my privacy.,0,,,workplace,combined,
935,"The single life is bearable to me only through my work in science, but for the long term, it would be very bad if I had to make do without a very young person next to me.",0,,,workplace,combined,
936,"I used to work at a school as a teacher's assistant, and my mom is a principal at an elementary school. I don't know, I think that's a pretty good life, teaching kids.",0,,,workplace,combined,
937,I want to work with kids. I would love to be a teacher.,0,,,workplace,combined,
938,My parents wanted me to be a teacher. Because I could work most of the year and pursue the things that I love to do during the summer. It just seemed like a good plan.,0,,,workplace,combined,
939,I'd try to channel my nervous energy in a positive way into strength and endurance. It didn't always work.,0,,,workplace,combined,
940,"Sometimes I wake up in the morning and feel like going straight back to bed. But I still have to get up and work, and I still have to take advantage of the chances I've been given in life.",0,,,workplace,combined,
941,"It's really all about family, love and the children for me. I work at that every day.",0,,,workplace,combined,
942,Work means independence. It allowed me to shape my life on so many levels.,0,,,workplace,combined,
943,"I work hard, I make my own living and I love it. I like having financial independence.",0,,,workplace,combined,
944,"The fact is, I diet every day of my life. I have to work at it. But I diet so I can pig out.",0,,,workplace,combined,
945,"I've three children, three grandchildren, I work, I travel, and I'm very happily married. I'm very satisfied and happy with my life and there really isn't anything I want.",0,,,workplace,combined,
946,And I'm very lucky to have a girl in my life who I have the privilege to call my wife,0,,,workplace,combined,
947,"Only then, approaching my fortieth birthday, I made philosophy my life's work.",0,,,workplace,combined,
948,God continues to work miracles in my life.,0,,,workplace,combined,
949,"You have to do the work in your marriage, but it has to be laid on a strong foundation of love.",0,,,workplace,combined,
950,"I've got an overactive brain. I enjoy work, I enjoy life, and I'm not good at relaxing. I've also never slept very much due to this overactive imagination and my brain constantly thinking.",0,,,workplace,combined,
951,"I work extremely hard to stay positive and happy. But I get sad and anxious, too, just like everyone.",0,,,workplace,combined,
952,I'm so pathetically eager for people to love D.C. It's so sad. It's like I work for the chamber of commerce or something.,0,,,workplace,combined,
953,"Which is, I'm an optimist that two people can be together to work out their conflicts. And that commitment, I think, might be what love is, because they both grow from their relationship.",0,,,workplace,combined,
954,"The purpose of work is not to make money. The purpose of work is to make the workers, whether working stiffs or top executives, feel good about life.",0,,,workplace,combined,
955,Real success is finding you lifework in the work that you love.,0,,,workplace,combined,
956,"Like most people I can be lazy, so it's nice to have a goal or deadline or reason to work out. I feel better when I get to exercise, or when I'm outdoors. I like to hike, swim and run, and I love to play soccer.",0,,,workplace,combined,
957,I'm not someone who's led my life trying to get publicity I'd rather do my work and go home.,0,,,workplace,combined,
958,"I'd like to keep work work and life life. It means you've got your life to come back to, somewhere to come home to at night that isn't invaded by your day.",0,,,workplace,combined,
959,Work without love is slavery.,0,,,workplace,combined,
960,Perfect is the enemy of good.,0,,,workplace,combined,
961,"In order to achieve positive results, she must work for them, not hope for them.",0,,,workplace,combined,
962,"If you are going through hell, keep going",0,,,workplace,combined,
963,Work hard in silence.,0,,,workplace,combined,
964,Times will change for the better when you change.,0,,,workplace,combined,
965,"I used to work at the unemployment office. I hated it, because when they fired me, I had to show up to work anyway.",0,,,workplace,combined,
966,Work begins when the fear of doing nothing at all finally trumps the terror of doing it badly.,0,,,workplace,combined,
967,"If you believe in yourself and work hard, your dreams will come true",0,,,workplace,combined,
968,Nothing is really work unless you would rather be doing something else.,0,,,workplace,combined,
969,"In every marriage more than a week old, there are grounds for divorce. The trick is to find and continue to find grounds for marriage.",0,,,workplace,combined,
970,Perseverance is the hard work you do after you get tired of doing the hard work you already did.,0,,,workplace,combined,
